|                MJD |     mag |   dmag | filt |      source | nondet |
|  57872.77249999996 | 14.3036 | 0.0247 |    B | Las Cumbres |  False |
|  57872.77540000016 | 13.1002 | 0.0147 |    V | Las Cumbres |  False |
|  57872.77730000019 | 13.0999 | 0.0147 |    V | Las Cumbres |  False |
|  57872.77939999988 | 13.8401 | 0.1091 |    g | Las Cumbres |  False |
|  57872.78219999978 | 13.8434 | 0.1091 |    g | Las Cumbres |  False |
|  57872.78519999981 | 12.8107 | 0.0275 |    r | Las Cumbres |  False |
|  57872.78709999984 | 12.8118 | 0.0275 |    r | Las Cumbres |  False |
|  57872.78910000017 | 12.8487 | 0.0363 |    i | Las Cumbres |  False |
|   57872.7910000002 | 12.8392 | 0.0363 |    i | Las Cumbres |  False |
|  57874.72809999995 | 14.6565 | 0.0621 |    U | Las Cumbres |  False |
|  57874.73199999984 | 14.6547 | 0.0623 |    U | Las Cumbres |  False |
| 57874.736099999864 | 14.4204 | 0.0245 |    B | Las Cumbres |  False |
|  57874.73890000023 | 14.4198 | 0.0245 |    B | Las Cumbres |  False |
|  57874.74179999996 | 13.2065 | 0.0147 |    V | Las Cumbres |  False |
|  57874.74369999999 | 13.1972 | 0.0147 |    V | Las Cumbres |  False |
| 57874.745699999854 | 13.9558 | 0.1093 |    g | Las Cumbres |  False |
|  57874.74850000022 | 13.9606 | 0.1093 |    g | Las Cumbres |  False |
|  57874.75149999978 |  12.945 | 0.0277 |    r | Las Cumbres |  False |
|  57874.75329999998 | 12.9148 | 0.0279 |    r | Las Cumbres |  False |
|  57874.75540000014 | 12.9081 | 0.0364 |    i | Las Cumbres |  False |
| 57874.757199999876 | 12.9042 | 0.0364 |    i | Las Cumbres |  False |
|  57875.72589999996 | 14.7342 | 0.0788 |    U | Las Cumbres |  False |
|  57875.72990000015 | 14.6452 | 0.0733 |    U | Las Cumbres |  False |
|  57875.73400000017 | 14.4601 | 0.0253 |    B | Las Cumbres |  False |
|  57875.73680000007 | 14.4502 | 0.0254 |    B | Las Cumbres |  False |
|   57875.7396999998 | 13.2497 | 0.0154 |    V | Las Cumbres |  False |
| 57875.741599999834 | 13.2483 | 0.0156 |    V | Las Cumbres |  False |
|  57875.74360000016 | 14.0271 | 0.1097 |    g | Las Cumbres |  False |
|  57875.74640000006 | 14.0407 | 0.1097 |    g | Las Cumbres |  False |
|  57875.74940000009 | 12.9813 | 0.0279 |    r | Las Cumbres |  False |
| 57875.751199999824 | 12.9815 | 0.0279 |    r | Las Cumbres |  False |
|  57875.75320000015 | 12.9713 | 0.0365 |    i | Las Cumbres |  False |
| 57875.755100000184 | 12.9709 | 0.0365 |    i | Las Cumbres |  False |
|  57876.75070000021 | 14.7159 |  0.063 |    U | Las Cumbres |  False |
|   57876.7546000001 | 14.7506 | 0.0631 |    U | Las Cumbres |  False |
|  57876.75879999995 | 14.5138 | 0.0247 |    B | Las Cumbres |  False |
|  57876.76150000002 | 14.5075 | 0.0247 |    B | Las Cumbres |  False |
|  57876.76509999996 | 13.3111 | 0.0147 |    V | Las Cumbres |  False |
|  57876.76699999999 | 13.3214 | 0.0147 |    V | Las Cumbres |  False |
|  57876.76910000015 |  14.065 | 0.1092 |    g | Las Cumbres |  False |
|  57876.77199999988 | 14.0637 | 0.1092 |    g | Las Cumbres |  False |
|  57876.77490000008 | 13.0407 | 0.0275 |    r | Las Cumbres |  False |
|  57876.77680000011 | 13.0356 | 0.0275 |    r | Las Cumbres |  False |
|   57876.7788999998 | 13.0277 | 0.0363 |    i | Las Cumbres |  False |
|         57876.7807 | 13.0285 | 0.0363 |    i | Las Cumbres |  False |
|  57876.79540000018 | 14.6906 | 0.0631 |    U | Las Cumbres |  False |
|   57876.7993999999 | 14.6883 | 0.0632 |    U | Las Cumbres |  False |
|  57876.80349999992 | 14.5102 | 0.0245 |    B | Las Cumbres |  False |
|  57876.80629999982 | 14.5095 | 0.0247 |    B | Las Cumbres |  False |
|  57876.80920000002 | 13.3233 | 0.0146 |    V | Las Cumbres |  False |
|  57876.81110000005 |  13.317 | 0.0147 |    V | Las Cumbres |  False |
|  57876.81320000021 |  14.073 | 0.1092 |    g | Las Cumbres |  False |
| 57877.052600000054 | 14.8055 |  0.063 |    U | Las Cumbres |  False |
| 57877.055300000124 |  14.769 |  0.063 |    U | Las Cumbres |  False |
|  57877.05830000015 | 14.5461 | 0.0249 |    B | Las Cumbres |  False |
|  57877.05979999993 | 14.5495 | 0.0249 |    B | Las Cumbres |  False |
| 57877.061499999836 | 13.3489 |  0.015 |    V | Las Cumbres |  False |
|  57877.06259999983 |  13.352 |  0.015 |    V | Las Cumbres |  False |
|  57877.06399999978 | 14.0862 | 0.1091 |    g | Las Cumbres |  False |
| 57877.065500000026 | 14.0832 | 0.1091 |    g | Las Cumbres |  False |
|   57877.0671000001 | 13.0859 | 0.0275 |    r | Las Cumbres |  False |
| 57877.068299999926 | 13.0919 | 0.0275 |    r | Las Cumbres |  False |
| 57877.069600000046 | 13.0884 | 0.0364 |    i | Las Cumbres |  False |
|  57877.07079999987 | 13.0901 | 0.0364 |    i | Las Cumbres |  False |
|  57879.90970000019 | 14.8456 | 0.0697 |    U | Las Cumbres |  False |
|  57879.91250000009 | 14.7707 | 0.0795 |    U | Las Cumbres |  False |
|  57879.91539999982 | 14.6465 | 0.0247 |    B | Las Cumbres |  False |
|  57879.91690000007 | 14.6521 | 0.0247 |    B | Las Cumbres |  False |
| 57879.918599999975 | 13.4902 | 0.0148 |    V | Las Cumbres |  False |
|   57879.9197999998 | 13.4921 | 0.0148 |    V | Las Cumbres |  False |
|         57879.9216 | 13.2361 | 0.0274 |    r | Las Cumbres |  False |
| 57879.922699999996 | 13.2402 | 0.0274 |    r | Las Cumbres |  False |
| 57879.924099999946 | 13.2451 | 0.0363 |    i | Las Cumbres |  False |
|  57879.92519999994 | 13.2456 | 0.0363 |    i | Las Cumbres |  False |
| 57879.993400000036 | 14.8588 | 0.0692 |    U | Las Cumbres |  False |
| 57879.996199999936 | 14.8494 | 0.0692 |    U | Las Cumbres |  False |
|  57879.99910000013 | 14.6464 | 0.0264 |    B | Las Cumbres |  False |
|  57880.00070000021 | 14.6532 | 0.0264 |    B | Las Cumbres |  False |
| 57880.002400000114 |  13.502 | 0.0171 |    V | Las Cumbres |  False |
|  57880.00350000011 | 13.5002 | 0.0171 |    V | Las Cumbres |  False |
|  57880.00490000006 | 14.1893 | 0.1099 |    g | Las Cumbres |  False |
|  57880.00639999984 | 14.1854 | 0.1099 |    g | Las Cumbres |  False |
|  57880.00810000021 | 13.2574 | 0.0301 |    r | Las Cumbres |  False |
| 57880.009300000034 | 13.2492 | 0.0301 |    r | Las Cumbres |  False |
| 57880.010600000154 | 13.2472 | 0.0378 |    i | Las Cumbres |  False |
|  57880.01179999998 | 13.2464 | 0.0385 |    i | Las Cumbres |  False |
|  57882.73449999979 | 14.9025 | 0.0832 |    U | Las Cumbres |  False |
|  57882.73730000015 | 14.9141 | 0.0922 |    U | Las Cumbres |  False |
|  57882.74030000018 | 14.7292 |  0.031 |    B | Las Cumbres |  False |
|  57882.74179999996 |  14.706 | 0.0312 |    B | Las Cumbres |  False |
| 57882.743499999866 | 13.6043 | 0.0218 |    V | Las Cumbres |  False |
| 57882.744700000156 | 13.6005 | 0.0218 |    V | Las Cumbres |  False |
|  57882.74599999981 | 14.2998 | 0.1103 |    g | Las Cumbres |  False |
| 57882.747599999886 | 14.2953 | 0.1102 |    g | Las Cumbres |  False |
|  57882.74929999979 | 13.3714 | 0.0317 |    r | Las Cumbres |  False |
| 57882.750399999786 |  13.376 | 0.0319 |    r | Las Cumbres |  False |
|   57882.7518000002 | 13.3937 | 0.0392 |    i | Las Cumbres |  False |
| 57882.752900000196 | 13.3821 | 0.0389 |    i | Las Cumbres |  False |
|  57886.39910000004 | 15.0141 | 0.0823 |    U | Las Cumbres |  False |
|  57886.40189999994 | 15.0326 | 0.0816 |    U | Las Cumbres |  False |
| 57886.404899999965 |  14.823 | 0.0301 |    B | Las Cumbres |  False |
|  57886.40640000021 | 14.8433 | 0.0296 |    B | Las Cumbres |  False |
|  57886.40810000012 | 13.7048 |  0.021 |    V | Las Cumbres |  False |
|  57886.40920000011 | 13.7188 |  0.021 |    V | Las Cumbres |  False |
|  57886.41060000006 | 14.3948 | 0.1112 |    g | Las Cumbres |  False |
|  57886.41209999984 | 14.3924 | 0.1111 |    g | Las Cumbres |  False |
|  57886.41380000021 |  13.532 | 0.0319 |    r | Las Cumbres |  False |
|  57886.41490000021 | 13.5393 | 0.0318 |    r | Las Cumbres |  False |
|  57886.41619999986 | 13.5596 | 0.0394 |    i | Las Cumbres |  False |
|  57886.41740000015 | 13.5911 | 0.0396 |    i | Las Cumbres |  False |
|  57888.72819999978 | 15.0664 | 0.0627 |    U | Las Cumbres |  False |
| 57888.731000000145 |  15.069 | 0.0625 |    U | Las Cumbres |  False |
| 57888.733899999876 | 14.8834 | 0.0246 |    B | Las Cumbres |  False |
|  57888.73549999995 | 14.8916 | 0.0246 |    B | Las Cumbres |  False |
|  57888.73710000003 | 13.8011 | 0.0148 |    V | Las Cumbres |  False |
|  57888.73829999985 | 13.8017 | 0.0148 |    V | Las Cumbres |  False |
|   57888.7396999998 | 14.4327 | 0.1091 |    g | Las Cumbres |  False |
|  57888.74120000005 | 14.4345 | 0.1091 |    g | Las Cumbres |  False |
| 57888.742899999954 | 13.6321 | 0.0275 |    r | Las Cumbres |  False |
|  57888.74409999978 | 13.6313 | 0.0275 |    r | Las Cumbres |  False |
|   57888.7453999999 | 13.6217 | 0.0364 |    i | Las Cumbres |  False |
|  57888.74660000019 |  13.633 | 0.0364 |    i | Las Cumbres |  False |
| 57891.875299999956 | 15.1401 |  0.062 |    U | Las Cumbres |  False |
| 57891.878099999856 | 15.1329 | 0.0618 |    U | Las Cumbres |  False |
|  57891.88109999988 | 14.9516 | 0.0246 |    B | Las Cumbres |  False |
|  57891.88260000013 |   14.94 | 0.0246 |    B | Las Cumbres |  False |
| 57891.884300000034 | 13.8925 | 0.0148 |    V | Las Cumbres |  False |
|  57891.88540000003 |  13.899 | 0.0148 |    V | Las Cumbres |  False |
|  57891.88689999981 | 14.4993 | 0.1091 |    g | Las Cumbres |  False |
| 57891.888400000054 | 14.5022 | 0.1091 |    g | Las Cumbres |  False |
|  57891.89009999996 | 13.7529 | 0.0275 |    r | Las Cumbres |  False |
| 57891.891199999955 | 13.7499 | 0.0274 |    r | Las Cumbres |  False |
| 57891.892599999905 | 13.7893 | 0.0363 |    i | Las Cumbres |  False |
|   57891.8936999999 |  13.823 | 0.0363 |    i | Las Cumbres |  False |
|  57895.27799999993 | 15.2278 | 0.0951 |    U | Las Cumbres |  False |
|  57895.28079999983 | 15.2195 | 0.0945 |    U | Las Cumbres |  False |
|  57895.28370000003 | 15.0353 |   0.03 |    B | Las Cumbres |  False |
|  57895.28519999981 | 15.0041 | 0.0286 |    B | Las Cumbres |  False |
|  57895.28690000018 | 13.9675 | 0.0184 |    V | Las Cumbres |  False |
| 57895.288000000175 | 13.9603 | 0.0209 |    V | Las Cumbres |  False |
| 57895.289400000125 | 14.5031 |  0.111 |    g | Las Cumbres |  False |
| 57895.290899999905 | 14.4724 | 0.1113 |    g | Las Cumbres |  False |
|  57895.29249999998 |  13.869 | 0.0417 |    r | Las Cumbres |  False |
| 57895.293699999806 | 13.8173 | 0.0327 |    r | Las Cumbres |  False |
| 57895.294999999925 | 13.9763 | 0.0413 |    i | Las Cumbres |  False |
| 57895.296200000215 | 13.9378 | 0.0401 |    i | Las Cumbres |  False |
|         57898.0318 |  15.098 | 0.0662 |    U | Las Cumbres |  False |
|   57898.0345999999 | 15.1871 | 0.0651 |    U | Las Cumbres |  False |
|  57898.03750000009 | 15.0376 | 0.0253 |    B | Las Cumbres |  False |
|  57898.03899999987 | 15.0484 | 0.0253 |    B | Las Cumbres |  False |
|  57898.04069999978 | 14.0265 | 0.0165 |    V | Las Cumbres |  False |
|  57898.04190000007 | 14.0461 | 0.0158 |    V | Las Cumbres |  False |
|  57898.04330000002 | 14.5726 | 0.1092 |    g | Las Cumbres |  False |
|   57898.0447999998 | 14.5676 | 0.1093 |    g | Las Cumbres |  False |
|  57898.04650000017 | 13.9278 |  0.028 |    r | Las Cumbres |  False |
| 57898.047600000165 | 13.9316 | 0.0279 |    r | Las Cumbres |  False |
| 57898.049000000115 | 14.0393 |  0.037 |    i | Las Cumbres |  False |
|  57898.05010000011 | 14.0593 | 0.0367 |    i | Las Cumbres |  False |
| 57901.254499999806 |   15.35 |   0.07 |    U | Las Cumbres |  False |
|  57901.25730000017 | 15.3736 | 0.0648 |    U | Las Cumbres |  False |
|   57901.2603000002 | 15.0583 | 0.0254 |    B | Las Cumbres |  False |
|  57901.26179999998 | 15.0892 | 0.0254 |    B | Las Cumbres |  False |
| 57901.263499999885 | 14.1123 | 0.0156 |    V | Las Cumbres |  False |
| 57901.264700000174 | 14.1295 | 0.0156 |    V | Las Cumbres |  False |
| 57901.266100000124 | 14.6328 | 0.1092 |    g | Las Cumbres |  False |
| 57901.267599999905 |  14.633 | 0.1092 |    g | Las Cumbres |  False |
|  57901.26929999981 | 14.0203 |  0.031 |    r | Las Cumbres |  False |
|   57901.2705000001 |  14.028 | 0.0311 |    r | Las Cumbres |  False |
|  57901.27339999983 | 15.1949 | 0.0755 |    U | Las Cumbres |  False |
|  57901.27630000003 | 15.2953 | 0.0724 |    U | Las Cumbres |  False |
|  57901.27920000022 | 15.0344 | 0.0263 |    B | Las Cumbres |  False |
|  57901.28079999983 | 15.0702 | 0.0279 |    B | Las Cumbres |  False |
|  57901.28239999991 | 14.1085 | 0.0162 |    V | Las Cumbres |  False |
|   57901.2836000002 | 14.1197 | 0.0162 |    V | Las Cumbres |  False |
|  57901.28500000015 |  14.644 | 0.1094 |    g | Las Cumbres |  False |
| 57901.286600000225 | 14.6252 | 0.1094 |    g | Las Cumbres |  False |
|  57901.28830000013 | 13.9908 | 0.0315 |    r | Las Cumbres |  False |
| 57901.289400000125 | 14.0137 | 0.0325 |    r | Las Cumbres |  False |
| 57901.290800000075 | 14.1073 | 0.0414 |    i | Las Cumbres |  False |
|  57901.43429999985 | 15.0603 | 0.0679 |    U | Las Cumbres |  False |
| 57901.437100000214 | 15.2501 | 0.0693 |    U | Las Cumbres |  False |
| 57901.439999999944 | 15.0844 | 0.0256 |    B | Las Cumbres |  False |
|  57901.44150000019 | 15.1038 | 0.0256 |    B | Las Cumbres |  False |
| 57901.443200000096 | 14.1049 | 0.0163 |    V | Las Cumbres |  False |
|  57901.44439999992 | 14.0904 |  0.016 |    V | Las Cumbres |  False |
|  57901.44570000004 | 14.6278 | 0.1093 |    g | Las Cumbres |  False |
|  57901.44719999982 | 14.6353 | 0.1093 |    g | Las Cumbres |  False |
|  57901.44890000019 | 14.0177 | 0.0283 |    r | Las Cumbres |  False |
|  57901.45010000002 | 14.0196 | 0.0283 |    r | Las Cumbres |  False |
| 57901.451400000136 | 14.1456 | 0.0374 |    i | Las Cumbres |  False |
|  57901.45250000013 | 14.1613 | 0.0372 |    i | Las Cumbres |  False |
|  57904.17389999982 | 15.3508 | 0.0618 |    U | Las Cumbres |  False |
| 57904.176700000186 | 15.3373 | 0.0613 |    U | Las Cumbres |  False |
|  57904.17970000021 | 15.1298 | 0.0246 |    B | Las Cumbres |  False |
|  57904.18119999999 |  15.134 | 0.0246 |    B | Las Cumbres |  False |
| 57904.183000000194 | 14.2013 | 0.0148 |    V | Las Cumbres |  False |
|  57904.18420000002 | 14.2013 | 0.0148 |    V | Las Cumbres |  False |
|  57904.18559999997 | 14.6743 | 0.1091 |    g | Las Cumbres |  False |
| 57904.187100000214 | 14.6773 | 0.1091 |    g | Las Cumbres |  False |
|  57904.18880000012 | 14.1171 | 0.0275 |    r | Las Cumbres |  False |
| 57904.189999999944 | 14.1234 | 0.0275 |    r | Las Cumbres |  False |
| 57904.191300000064 | 14.2726 | 0.0364 |    i | Las Cumbres |  False |
|  57904.19249999989 | 14.2733 | 0.0364 |    i | Las Cumbres |  False |
| 57906.761200000066 | 15.4202 |  0.066 |    U | Las Cumbres |  False |
|  57906.76399999997 | 15.3756 | 0.0658 |    U | Las Cumbres |  False |
|  57906.76690000016 | 15.1566 | 0.0259 |    B | Las Cumbres |  False |
|  57906.76839999994 | 15.1511 | 0.0259 |    B | Las Cumbres |  False |
|  57906.77009999985 | 14.2537 | 0.0161 |    V | Las Cumbres |  False |
|  57906.77130000014 | 14.2561 |  0.016 |    V | Las Cumbres |  False |
|  57906.77270000009 | 14.7007 | 0.1092 |    g | Las Cumbres |  False |
|  57906.77419999987 | 14.7041 | 0.1092 |    g | Las Cumbres |  False |
| 57906.775899999775 | 14.1922 | 0.0278 |    r | Las Cumbres |  False |
|  57906.77699999977 |  14.194 | 0.0278 |    r | Las Cumbres |  False |
| 57906.778400000185 | 14.3689 | 0.0368 |    i | Las Cumbres |  False |
|  57906.77950000018 | 14.3615 | 0.0368 |    i | Las Cumbres |  False |
| 57909.753800000064 |  15.368 | 0.0665 |    U | Las Cumbres |  False |
| 57909.756599999964 | 15.3728 | 0.0671 |    U | Las Cumbres |  False |
|  57909.75959999999 | 15.2104 | 0.0274 |    B | Las Cumbres |  False |
|  57909.76109999977 | 15.1737 |  0.027 |    B | Las Cumbres |  False |
|  57909.76280000014 | 14.3396 | 0.0171 |    V | Las Cumbres |  False |
| 57909.763900000136 | 14.3476 | 0.0174 |    V | Las Cumbres |  False |
|  57909.76530000009 | 14.7361 | 0.1093 |    g | Las Cumbres |  False |
|  57909.76679999987 | 14.7474 | 0.1093 |    g | Las Cumbres |  False |
|  57909.76849999977 | 14.3009 | 0.0281 |    r | Las Cumbres |  False |
|  57909.76970000006 | 14.2996 | 0.0281 |    r | Las Cumbres |  False |
|  57909.77100000018 | 14.3984 | 0.0371 |    i | Las Cumbres |  False |
|  57909.77220000001 |  14.396 | 0.0371 |    i | Las Cumbres |  False |
| 57913.180999999866 | 15.4836 | 0.1209 |    U | Las Cumbres |  False |
| 57913.183699999936 | 15.5051 | 0.1177 |    U | Las Cumbres |  False |
|  57913.18669999996 | 14.8094 | 0.1099 |    g | Las Cumbres |  False |
|  57913.18820000021 | 14.7963 | 0.1099 |    g | Las Cumbres |  False |
| 57913.189900000114 | 15.2819 | 0.0328 |    B | Las Cumbres |  False |
| 57913.191399999894 | 15.2068 | 0.0323 |    B | Las Cumbres |  False |
| 57913.193200000096 | 14.4268 | 0.0391 |    i | Las Cumbres |  False |
|  57913.19430000009 | 14.4083 | 0.0394 |    i | Las Cumbres |  False |
|  57913.19560000021 | 14.3379 | 0.0302 |    r | Las Cumbres |  False |
| 57913.196800000034 | 14.3208 | 0.0302 |    r | Las Cumbres |  False |
| 57913.198100000154 | 14.3952 | 0.0224 |    V | Las Cumbres |  False |
|  57913.19929999998 | 14.4008 | 0.0228 |    V | Las Cumbres |  False |
|  57916.16630000016 | 15.5614 | 0.0661 |    U | Las Cumbres |  False |
|  57916.16910000006 | 15.5571 | 0.0673 |    U | Las Cumbres |  False |
|  57916.17210000008 | 14.4972 | 0.0282 |    r | Las Cumbres |  False |
|  57916.17329999991 | 14.4829 | 0.0282 |    r | Las Cumbres |  False |
|  57916.17460000003 | 14.4907 |  0.017 |    V | Las Cumbres |  False |
|  57916.17579999985 | 14.4766 | 0.0173 |    V | Las Cumbres |  False |
|   57916.1771999998 | 15.3015 | 0.0273 |    B | Las Cumbres |  False |
|  57916.17870000005 | 15.2932 | 0.0266 |    B | Las Cumbres |  False |
| 57916.180499999784 | 14.6953 | 0.0373 |    i | Las Cumbres |  False |
| 57916.181700000074 | 14.6694 | 0.0373 |    i | Las Cumbres |  False |
| 57916.183000000194 | 14.8148 | 0.1093 |    g | Las Cumbres |  False |
| 57916.184499999974 | 14.8164 | 0.1093 |    g | Las Cumbres |  False |
|  57923.21439999994 | 14.6636 | 0.0158 |    V | Las Cumbres |  False |
|  57923.21549999993 | 14.6519 | 0.0156 |    V | Las Cumbres |  False |
|  57923.21689999988 | 14.9267 | 0.1092 |    g | Las Cumbres |  False |
|  57923.21840000013 | 14.9138 | 0.1092 |    g | Las Cumbres |  False |
| 57923.220100000035 |  15.765 |  0.108 |    U | Las Cumbres |  False |
| 57923.222800000105 | 15.5022 | 0.0994 |    U | Las Cumbres |  False |
|  57923.22580000013 | 14.7134 | 0.0282 |    r | Las Cumbres |  False |
| 57923.226999999955 | 14.7051 | 0.0283 |    r | Las Cumbres |  False |
| 57923.228399999905 | 15.3929 | 0.0256 |    B | Las Cumbres |  False |
|  57923.22990000015 | 15.3889 | 0.0256 |    B | Las Cumbres |  False |
|  57923.23160000006 | 14.8175 | 0.0373 |    i | Las Cumbres |  False |
|  57923.23279999988 | 14.8255 | 0.0371 |    i | Las Cumbres |  False |
|  57925.88269999996 | 14.9295 | 0.1093 |    g | Las Cumbres |  False |
| 57925.884200000204 | 14.9363 | 0.1092 |    g | Las Cumbres |  False |
|  57925.88789999997 | 14.7827 | 0.0119 |    r | Las Cumbres |  False |
|   57925.8890999998 | 14.7774 | 0.0122 |    r | Las Cumbres |  False |
|  57925.89050000021 | 15.6929 | 0.0645 |    U | Las Cumbres |  False |
| 57926.434400000144 | 15.4381 | 0.0254 |    B | Las Cumbres |  False |
| 57926.435899999924 | 15.4158 | 0.0256 |    B | Las Cumbres |  False |
|  57926.43759999983 | 15.8042 | 0.0701 |    U | Las Cumbres |  False |
| 57926.440400000196 | 15.7833 | 0.0702 |    U | Las Cumbres |  False |
| 57926.443299999926 | 14.8072 | 0.0282 |    r | Las Cumbres |  False |
| 57926.444500000216 | 14.8069 | 0.0282 |    r | Las Cumbres |  False |
|  57926.44579999987 | 15.0372 | 0.0373 |    i | Las Cumbres |  False |
|  57926.44700000016 | 15.0135 | 0.0373 |    i | Las Cumbres |  False |
| 57926.448299999814 | 14.7298 | 0.0162 |    V | Las Cumbres |  False |
| 57926.449500000104 |  14.724 | 0.0162 |    V | Las Cumbres |  False |
| 57926.450800000224 | 14.9471 | 0.1092 |    g | Las Cumbres |  False |
| 57926.452300000004 | 14.9463 | 0.1092 |    g | Las Cumbres |  False |
|  57929.20069999993 | 15.5886 |  0.108 |    B | Las Cumbres |  False |
| 57929.202200000174 | 15.4022 | 0.1012 |    B | Las Cumbres |  False |
|  57929.20390000008 | 14.8194 | 0.0747 |    V | Las Cumbres |  False |
| 57929.205099999905 | 14.8071 | 0.0807 |    V | Las Cumbres |  False |
| 57929.206499999855 | 14.9659 | 0.1416 |    g | Las Cumbres |  False |
|   57929.2080000001 | 14.9818 | 0.1412 |    g | Las Cumbres |  False |
|  57929.20970000001 | 14.8306 | 0.1559 |    r | Las Cumbres |  False |
|  57929.21089999983 | 14.9909 | 0.1538 |    r | Las Cumbres |  False |
|  57929.21219999995 | 15.2396 | 0.2483 |    i | Las Cumbres |  False |
| 57929.213399999775 | 15.0919 | 0.1909 |    i | Las Cumbres |  False |
| 57932.190500000026 | 15.8572 | 0.0278 |    U | Las Cumbres |  False |
| 57932.193299999926 | 15.8196 | 0.0269 |    U | Las Cumbres |  False |
|  57932.19719999982 | 15.1989 | 0.0112 |    i | Las Cumbres |  False |
|  57932.19840000011 | 15.2099 | 0.0112 |    i | Las Cumbres |  False |
|  57933.13929999992 | 15.8419 | 0.1089 |    U | Las Cumbres |  False |
|  57933.14209999982 |   15.79 | 0.1058 |    U | Las Cumbres |  False |
|  57933.14509999985 | 15.5198 | 0.0261 |    B | Las Cumbres |  False |
| 57933.146600000095 | 15.5236 | 0.0261 |    B | Las Cumbres |  False |
|         57933.1483 |  14.892 | 0.0165 |    V | Las Cumbres |  False |
| 57933.149499999825 | 14.8963 | 0.0165 |    V | Las Cumbres |  False |
| 57933.150899999775 | 15.0481 | 0.1092 |    g | Las Cumbres |  False |
|  57933.15240000002 | 15.0375 | 0.1092 |    g | Las Cumbres |  False |
|  57933.15409999993 | 15.0083 | 0.0286 |    r | Las Cumbres |  False |
|  57933.15530000022 | 15.0074 | 0.0286 |    r | Las Cumbres |  False |
|  57933.15659999987 | 15.1741 | 0.0377 |    i | Las Cumbres |  False |
|  57933.15780000016 | 15.1642 | 0.0377 |    i | Las Cumbres |  False |
|   57934.7640999998 | 15.9594 | 0.0886 |    U | Las Cumbres |  False |
|  57934.76690000016 | 15.9495 |  0.082 |    U | Las Cumbres |  False |
|  57934.76990000019 | 15.5287 | 0.0279 |    B | Las Cumbres |  False |
|  57934.77139999997 | 15.5257 | 0.0279 |    B | Las Cumbres |  False |
| 57934.773000000045 | 14.9192 | 0.0189 |    V | Las Cumbres |  False |
|  57934.77419999987 | 14.9309 | 0.0194 |    V | Las Cumbres |  False |
|  57934.77559999982 | 15.0328 | 0.1095 |    g | Las Cumbres |  False |
| 57934.777100000065 | 15.0406 | 0.1094 |    g | Las Cumbres |  False |
|  57934.77879999997 | 15.0636 | 0.0299 |    r | Las Cumbres |  False |
| 57934.779999999795 | 15.0652 | 0.0296 |    r | Las Cumbres |  False |
| 57934.781299999915 |  15.302 | 0.0387 |    i | Las Cumbres |  False |
|  57934.78239999991 | 15.2805 | 0.0389 |    i | Las Cumbres |  False |
|  57940.70869999984 | 16.0947 | 0.0777 |    U | Las Cumbres |  False |
|  57940.71150000021 | 16.0419 | 0.0787 |    U | Las Cumbres |  False |
|  57940.71449999977 | 15.6324 |  0.031 |    B | Las Cumbres |  False |
| 57940.716099999845 | 15.6187 | 0.0315 |    B | Las Cumbres |  False |
|  57940.71780000022 | 15.0542 |  0.023 |    V | Las Cumbres |  False |
|  57940.71900000004 | 15.0367 |  0.023 |    V | Las Cumbres |  False |
|  57940.72039999999 | 15.1419 | 0.1099 |    g | Las Cumbres |  False |
|  57940.72189999977 | 15.0996 | 0.1101 |    g | Las Cumbres |  False |
|  57940.72369999997 | 15.2384 | 0.0321 |    r | Las Cumbres |  False |
|   57940.7248999998 | 15.2503 | 0.0321 |    r | Las Cumbres |  False |
|  57940.72630000021 | 15.4231 | 0.0409 |    i | Las Cumbres |  False |
|  57940.72750000004 |  15.434 | 0.0412 |    i | Las Cumbres |  False |
|  57946.73260000022 | 16.2554 | 0.0644 |    U | Las Cumbres |  False |
|  57946.73540000012 | 16.2245 | 0.0644 |    U | Las Cumbres |  False |
|  57946.73840000015 |   15.73 | 0.0257 |    B | Las Cumbres |  False |
|  57946.74000000022 | 15.7216 | 0.0255 |    B | Las Cumbres |  False |
|  57946.74170000013 | 15.2075 | 0.0167 |    V | Las Cumbres |  False |
| 57946.742899999954 | 15.2126 | 0.0171 |    V | Las Cumbres |  False |
|   57946.7444000002 | 15.2019 | 0.1093 |    g | Las Cumbres |  False |
|  57946.74589999998 | 15.2072 | 0.1093 |    g | Las Cumbres |  False |
| 57946.747599999886 | 15.4493 | 0.0301 |    r | Las Cumbres |  False |
| 57946.748900000006 | 15.4278 | 0.0301 |    r | Las Cumbres |  False |
| 57946.750200000126 | 15.6274 | 0.0399 |    i | Las Cumbres |  False |
|  57946.75149999978 | 15.6526 | 0.0399 |    i | Las Cumbres |  False |
|   57953.7919999999 | 16.3872 | 0.0738 |    U | Las Cumbres |  False |
|   57953.7947999998 | 16.5274 | 0.0756 |    U | Las Cumbres |  False |
| 57953.797799999826 | 15.8194 | 0.0293 |    B | Las Cumbres |  False |
|   57953.7993999999 |  15.822 | 0.0289 |    B | Las Cumbres |  False |
|  57953.80109999981 | 15.3298 | 0.0214 |    V | Las Cumbres |  False |
|   57953.8023000001 | 15.3344 | 0.0214 |    V | Las Cumbres |  False |
|  57953.80370000005 | 15.2751 | 0.1098 |    g | Las Cumbres |  False |
| 57953.805300000124 |   15.28 | 0.1098 |    g | Las Cumbres |  False |
|  57953.80700000003 | 15.6317 | 0.0337 |    r | Las Cumbres |  False |
