|                MJD |     mag |   dmag | filt |      source | nondet |
|  57838.89030000009 | 12.1346 | 0.0049 |    i | Las Cumbres |  False |
|  57839.74390000012 | 11.3314 | 0.0093 |    U | Las Cumbres |  False |
| 57839.746100000106 | 11.3265 | 0.0092 |    U | Las Cumbres |  False |
|  57839.74850000022 | 11.7344 | 0.0034 |    B | Las Cumbres |  False |
|  57839.74949999992 | 11.7358 | 0.0034 |    B | Las Cumbres |  False |
|  57839.75139999995 | 12.1622 | 0.0049 |    i | Las Cumbres |  False |
|  57839.75219999999 | 12.1717 | 0.0057 |    i | Las Cumbres |  False |
|  57839.76960000023 | 11.3237 | 0.0094 |    U | Las Cumbres |  False |
|  57839.77180000022 | 11.3152 | 0.0091 |    U | Las Cumbres |  False |
|  57839.77419999987 | 11.7363 | 0.0041 |    B | Las Cumbres |  False |
|   57839.7751000002 | 11.7373 | 0.0034 |    B | Las Cumbres |  False |
|  57839.77630000003 | 11.7014 | 0.0042 |    V | Las Cumbres |  False |
| 57839.777100000065 | 11.6969 | 0.0042 |    V | Las Cumbres |  False |
|  57839.77810000023 | 11.5981 | 0.0046 |    g | Las Cumbres |  False |
|  57839.77909999993 | 11.5972 | 0.0039 |    g | Las Cumbres |  False |
|  57839.78019999992 |  11.721 | 0.0052 |    r | Las Cumbres |  False |
|  57839.78099999996 | 11.7247 | 0.0052 |    r | Las Cumbres |  False |
|  57839.78200000012 | 12.1617 | 0.0065 |    i | Las Cumbres |  False |
|  57839.78280000016 | 12.1635 | 0.0057 |    i | Las Cumbres |  False |
|  57840.83889999986 | 11.3665 | 0.0092 |    U | Las Cumbres |  False |
| 57840.841099999845 | 11.3583 | 0.0092 |    U | Las Cumbres |  False |
|  57840.84349999996 | 11.7151 | 0.0048 |    B | Las Cumbres |  False |
|  57840.84450000012 | 11.7143 | 0.0048 |    B | Las Cumbres |  False |
|  57840.84569999995 | 11.6762 | 0.0042 |    V | Las Cumbres |  False |
| 57840.846499999985 | 11.6764 | 0.0042 |    V | Las Cumbres |  False |
|  57840.84750000015 | 11.5736 |  0.004 |    g | Las Cumbres |  False |
|  57840.84860000014 | 11.5757 | 0.0039 |    g | Las Cumbres |  False |
|  57840.84979999997 | 11.7063 |  0.006 |    r | Las Cumbres |  False |
| 57840.850600000005 | 11.7121 | 0.0061 |    r | Las Cumbres |  False |
|  57840.85160000017 | 12.2091 | 0.0057 |    i | Las Cumbres |  False |
|  57840.85240000021 | 12.2075 | 0.0065 |    i | Las Cumbres |  False |
| 57842.003800000064 | 11.3875 | 0.0091 |    U | Las Cumbres |  False |
|  57842.00609999988 | 11.3882 | 0.0092 |    U | Las Cumbres |  False |
| 57842.008400000166 |   11.71 |  0.004 |    B | Las Cumbres |  False |
| 57842.009399999864 | 11.7072 |  0.004 |    B | Las Cumbres |  False |
| 57842.010600000154 | 11.6696 | 0.0035 |    V | Las Cumbres |  False |
|  57842.01140000019 | 11.6687 | 0.0042 |    V | Las Cumbres |  False |
| 57842.012500000186 | 11.5451 | 0.0038 |    g | Las Cumbres |  False |
| 57842.013499999885 | 11.5541 | 0.0048 |    g | Las Cumbres |  False |
| 57842.014700000174 |  11.689 | 0.0044 |    r | Las Cumbres |  False |
|  57842.01550000021 | 11.6849 | 0.0052 |    r | Las Cumbres |  False |
|  57842.01649999991 | 12.2323 | 0.0042 |    i | Las Cumbres |  False |
|  57842.01729999995 | 12.2333 | 0.0057 |    i | Las Cumbres |  False |
| 57842.839600000065 |  11.451 | 0.0105 |    U | Las Cumbres |  False |
|  57842.84180000005 | 11.4374 | 0.0107 |    U | Las Cumbres |  False |
|         57842.8443 | 11.7434 | 0.0033 |    B | Las Cumbres |  False |
| 57842.845199999865 | 11.7453 | 0.0033 |    B | Las Cumbres |  False |
| 57842.846400000155 |  11.673 | 0.0041 |    V | Las Cumbres |  False |
|  57842.84720000019 | 11.6731 | 0.0041 |    V | Las Cumbres |  False |
|  57842.84830000019 | 11.5838 | 0.0046 |    g | Las Cumbres |  False |
| 57842.849299999885 | 11.5856 | 0.0039 |    g | Las Cumbres |  False |
|  57842.85039999988 | 11.6957 | 0.0038 |    r | Las Cumbres |  False |
|  57842.85119999992 |  11.684 | 0.0045 |    r | Las Cumbres |  False |
|  57842.85229999991 | 12.2633 | 0.0042 |    i | Las Cumbres |  False |
|  57842.85309999995 | 12.2646 | 0.0049 |    i | Las Cumbres |  False |
|  57844.05759999994 |  11.528 |  0.009 |    U | Las Cumbres |  False |
|  57844.05979999993 | 11.5226 | 0.0089 |    U | Las Cumbres |  False |
| 57844.062200000044 | 11.7634 | 0.0034 |    B | Las Cumbres |  False |
|  57844.06320000021 | 11.7622 | 0.0033 |    B | Las Cumbres |  False |
|   57844.0643000002 | 11.6853 | 0.0042 |    V | Las Cumbres |  False |
|  57844.06520000007 | 11.6841 |  0.005 |    V | Las Cumbres |  False |
|  57844.06619999977 | 11.5964 | 0.0048 |    g | Las Cumbres |  False |
|  57844.06719999993 | 11.5984 | 0.0041 |    g | Las Cumbres |  False |
|  57844.06840000022 | 11.6836 |  0.006 |    r | Las Cumbres |  False |
| 57844.069199999794 | 11.6805 | 0.0052 |    r | Las Cumbres |  False |
|  57844.07019999996 | 12.2935 | 0.0057 |    i | Las Cumbres |  False |
| 57844.070999999996 | 12.2992 | 0.0065 |    i | Las Cumbres |  False |
|  57845.01729999995 | 11.5986 | 0.0093 |    U | Las Cumbres |  False |
|  57845.01949999994 | 11.6007 | 0.0093 |    U | Las Cumbres |  False |
|  57845.02180000022 | 11.8025 |  0.004 |    B | Las Cumbres |  False |
|  57845.02279999992 | 11.7996 | 0.0048 |    B | Las Cumbres |  False |
|  57845.02400000021 | 11.6983 |  0.005 |    V | Las Cumbres |  False |
|  57845.02479999978 | 11.7023 |  0.005 |    V | Las Cumbres |  False |
| 57845.025899999775 | 11.6274 |  0.004 |    g | Las Cumbres |  False |
|  57845.02689999994 | 11.6285 | 0.0043 |    g | Las Cumbres |  False |
|  57845.02810000023 | 11.7061 | 0.0053 |    r | Las Cumbres |  False |
|   57845.0288999998 |  11.705 | 0.0053 |    r | Las Cumbres |  False |
| 57845.029899999965 | 12.3236 | 0.0058 |    i | Las Cumbres |  False |
|         57845.0307 | 12.3207 |  0.005 |    i | Las Cumbres |  False |
|  57846.03990000021 | 11.7001 | 0.0094 |    U | Las Cumbres |  False |
| 57846.042100000195 | 11.6993 | 0.0099 |    U | Las Cumbres |  False |
|  57846.04449999984 | 11.8557 |  0.004 |    B | Las Cumbres |  False |
|  57846.04550000001 | 11.8536 |  0.004 |    B | Las Cumbres |  False |
|         57846.0466 | 11.7293 | 0.0042 |    V | Las Cumbres |  False |
|  57846.04749999987 | 11.7343 | 0.0042 |    V | Las Cumbres |  False |
|  57846.04850000003 | 11.6772 | 0.0046 |    g | Las Cumbres |  False |
|   57846.0495000002 | 11.6793 | 0.0039 |    g | Las Cumbres |  False |
|  57846.05070000002 | 11.7321 | 0.0044 |    r | Las Cumbres |  False |
|  57846.05150000006 |   11.73 | 0.0045 |    r | Las Cumbres |  False |
|  57846.05250000022 | 12.3711 | 0.0057 |    i | Las Cumbres |  False |
| 57846.053299999796 | 12.3701 | 0.0042 |    i | Las Cumbres |  False |
|  57847.04320000019 | 11.7754 | 0.0092 |    U | Las Cumbres |  False |
|  57847.04550000001 | 11.7766 | 0.0092 |    U | Las Cumbres |  False |
| 57847.047799999826 | 11.9089 | 0.0056 |    B | Las Cumbres |  False |
|  57847.04889999982 | 11.9048 | 0.0048 |    B | Las Cumbres |  False |
| 57847.049999999814 | 11.7521 | 0.0042 |    V | Las Cumbres |  False |
|  57847.05079999985 | 11.7489 | 0.0042 |    V | Las Cumbres |  False |
| 57847.051899999846 | 11.7029 | 0.0046 |    g | Las Cumbres |  False |
|  57847.05290000001 | 11.7049 | 0.0046 |    g | Las Cumbres |  False |
| 57847.054000000004 | 11.7652 | 0.0045 |    r | Las Cumbres |  False |
|  57847.05489999987 | 11.7662 | 0.0045 |    r | Las Cumbres |  False |
| 57847.055800000206 | 12.4164 | 0.0066 |    i | Las Cumbres |  False |
| 57847.056700000074 | 12.4144 | 0.0066 |    i | Las Cumbres |  False |
| 57849.070900000166 | 11.9842 | 0.0112 |    U | Las Cumbres |  False |
| 57849.073100000154 |  11.997 | 0.0116 |    U | Las Cumbres |  False |
| 57849.139800000004 | 12.0455 |  0.012 |    U | Las Cumbres |  False |
|  57849.14199999999 | 12.0501 | 0.0119 |    U | Las Cumbres |  False |
|  57849.14429999981 | 12.1879 | 0.0111 |    B | Las Cumbres |  False |
| 57849.145299999975 | 12.1909 | 0.0111 |    B | Las Cumbres |  False |
|  57849.14639999997 |  11.952 | 0.0135 |    V | Las Cumbres |  False |
|  57849.14720000001 | 11.9362 | 0.0115 |    V | Las Cumbres |  False |
|  57849.14820000017 |  11.901 | 0.0117 |    g | Las Cumbres |  False |
|  57849.14919999987 |  11.903 | 0.0117 |    g | Las Cumbres |  False |
|  57849.15040000016 | 11.9467 | 0.0088 |    r | Las Cumbres |  False |
|   57849.1512000002 |  11.947 | 0.0098 |    r | Las Cumbres |  False |
| 57849.152100000065 | 12.6099 | 0.0101 |    i | Las Cumbres |  False |
|   57849.1529000001 | 12.6004 | 0.0101 |    i | Las Cumbres |  False |
| 57850.090900000185 |  12.126 | 0.0109 |    U | Las Cumbres |  False |
|  57850.09310000017 | 12.1109 | 0.0122 |    U | Las Cumbres |  False |
|  57850.09539999999 | 12.1862 | 0.0074 |    B | Las Cumbres |  False |
| 57850.096400000155 | 12.1872 | 0.0074 |    B | Las Cumbres |  False |
|  57850.09759999998 | 11.9043 | 0.0077 |    V | Las Cumbres |  False |
|  57850.09840000002 | 11.8989 | 0.0068 |    V | Las Cumbres |  False |
|  57850.09940000018 | 11.9302 | 0.0085 |    g | Las Cumbres |  False |
|  57850.10030000005 | 11.9295 | 0.0075 |    g | Las Cumbres |  False |
|  57850.10149999987 | 11.9883 | 0.0079 |    r | Las Cumbres |  False |
|  57850.10229999991 | 11.9857 | 0.0069 |    r | Las Cumbres |  False |
|  57850.10319999978 | 12.6523 | 0.0101 |    i | Las Cumbres |  False |
|  57850.10410000011 | 12.6524 | 0.0083 |    i | Las Cumbres |  False |
|  57851.08099999977 |  12.231 | 0.0128 |    U | Las Cumbres |  False |
|  57851.08320000023 | 12.2328 | 0.0125 |    U | Las Cumbres |  False |
| 57851.085500000045 | 12.2932 | 0.0044 |    B | Las Cumbres |  False |
|  57851.08650000021 | 12.2944 | 0.0044 |    B | Las Cumbres |  False |
|   57851.0876000002 | 11.9813 | 0.0046 |    V | Las Cumbres |  False |
| 57851.088399999775 |  11.981 | 0.0046 |    V | Las Cumbres |  False |
|  57851.08939999994 | 12.0295 | 0.0057 |    g | Las Cumbres |  False |
|   57851.0904000001 | 12.0346 | 0.0049 |    g | Las Cumbres |  False |
|   57851.0915000001 | 12.0803 | 0.0047 |    r | Las Cumbres |  False |
| 57851.092300000135 | 12.0798 | 0.0047 |    r | Las Cumbres |  False |
|  57851.09329999983 | 12.7539 | 0.0075 |    i | Las Cumbres |  False |
|  57851.09409999987 | 12.7694 | 0.0051 |    i | Las Cumbres |  False |
|  57852.10380000016 |  12.262 | 0.0164 |    U | Las Cumbres |  False |
| 57852.106000000145 | 12.2942 |  0.017 |    U | Las Cumbres |  False |
|  57852.10839999979 | 12.3768 |  0.005 |    B | Las Cumbres |  False |
|  57852.10930000013 | 12.3939 | 0.0048 |    B | Las Cumbres |  False |
|  57852.11049999995 | 11.9961 | 0.0052 |    V | Las Cumbres |  False |
|  57852.11129999999 | 11.9916 | 0.0052 |    V | Las Cumbres |  False |
|  57852.11230000015 | 12.0546 | 0.0051 |    g | Las Cumbres |  False |
|  57852.11329999985 | 12.0682 | 0.0044 |    g | Las Cumbres |  False |
| 57852.114399999846 | 12.1049 | 0.0044 |    r | Las Cumbres |  False |
| 57852.115199999884 | 12.0981 | 0.0045 |    r | Las Cumbres |  False |
|  57852.11620000005 | 12.7859 | 0.0057 |    i | Las Cumbres |  False |
| 57852.117000000086 | 12.7811 | 0.0049 |    i | Las Cumbres |  False |
|  57853.11599999992 | 12.4453 | 0.0103 |    U | Las Cumbres |  False |
|  57853.11819999991 | 12.4394 | 0.0107 |    U | Las Cumbres |  False |
| 57853.120600000024 | 12.4364 | 0.0035 |    B | Las Cumbres |  False |
|  57853.12160000019 | 12.4325 | 0.0034 |    B | Las Cumbres |  False |
|  57853.12280000001 | 12.0492 | 0.0037 |    V | Las Cumbres |  False |
|  57853.12360000005 | 12.0466 | 0.0043 |    V | Las Cumbres |  False |
| 57853.124600000214 | 12.1003 | 0.0043 |    g | Las Cumbres |  False |
|  57853.12559999991 | 12.0983 | 0.0043 |    g | Las Cumbres |  False |
|   57853.1268000002 | 12.1755 | 0.0038 |    r | Las Cumbres |  False |
| 57853.127599999774 | 12.1761 | 0.0044 |    r | Las Cumbres |  False |
|  57853.12859999994 | 12.8365 | 0.0057 |    i | Las Cumbres |  False |
| 57853.129399999976 |  12.843 | 0.0057 |    i | Las Cumbres |  False |
|  57854.11459999997 | 12.5617 |  0.013 |    U | Las Cumbres |  False |
|  57854.11679999996 | 12.5783 | 0.0126 |    U | Las Cumbres |  False |
| 57854.119200000074 |  12.544 | 0.0038 |    B | Las Cumbres |  False |
|  57854.12019999977 | 12.5421 | 0.0043 |    B | Las Cumbres |  False |
|  57854.12130000023 | 12.1117 | 0.0039 |    V | Las Cumbres |  False |
|   57854.1222000001 | 12.1122 | 0.0045 |    V | Las Cumbres |  False |
|   57854.1231999998 | 12.1893 | 0.0041 |    g | Las Cumbres |  False |
|  57854.12419999996 | 12.1849 | 0.0041 |    g | Las Cumbres |  False |
| 57854.125399999786 | 12.2294 | 0.0045 |    r | Las Cumbres |  False |
| 57854.126199999824 | 12.2269 | 0.0046 |    r | Las Cumbres |  False |
|  57854.12719999999 | 12.8738 | 0.0049 |    i | Las Cumbres |  False |
| 57854.128000000026 | 12.8813 | 0.0049 |    i | Las Cumbres |  False |
| 57855.148000000045 | 12.7023 | 0.0153 |    U | Las Cumbres |  False |
|  57855.15020000003 |  12.681 |  0.015 |    U | Las Cumbres |  False |
|  57855.15249999985 | 12.6959 | 0.0053 |    B | Las Cumbres |  False |
| 57855.153500000015 | 12.7016 | 0.0041 |    B | Las Cumbres |  False |
|  57855.15460000001 | 12.1789 | 0.0055 |    V | Las Cumbres |  False |
|  57855.15540000005 | 12.1752 | 0.0048 |    V | Las Cumbres |  False |
|  57855.15650000004 | 12.2933 | 0.0058 |    g | Las Cumbres |  False |
|  57855.15739999991 | 12.2973 | 0.0051 |    g | Las Cumbres |  False |
|   57855.1586000002 | 12.2778 | 0.0053 |    r | Las Cumbres |  False |
|  57855.15939999977 |  12.278 | 0.0061 |    r | Las Cumbres |  False |
| 57855.160300000105 |  12.899 | 0.0066 |    i | Las Cumbres |  False |
|  57855.16119999997 | 12.8971 | 0.0066 |    i | Las Cumbres |  False |
|   57856.2052000002 | 12.8927 | 0.0159 |    U | Las Cumbres |  False |
|  57856.20740000019 | 12.8649 | 0.0153 |    U | Las Cumbres |  False |
|  57856.20970000001 | 12.8149 | 0.0046 |    B | Las Cumbres |  False |
|  57856.21070000017 | 12.8229 |  0.005 |    B | Las Cumbres |  False |
| 57856.211800000165 | 12.2387 | 0.0048 |    V | Las Cumbres |  False |
|   57856.2126000002 | 12.2418 | 0.0048 |    V | Las Cumbres |  False |
|   57856.2135999999 | 12.3887 | 0.0042 |    g | Las Cumbres |  False |
| 57856.214600000065 | 12.3855 | 0.0042 |    g | Las Cumbres |  False |
|  57856.21570000006 | 12.3237 | 0.0046 |    r | Las Cumbres |  False |
|   57856.2165000001 | 12.3278 | 0.0039 |    r | Las Cumbres |  False |
| 57856.217499999795 | 12.9043 |  0.005 |    i | Las Cumbres |  False |
|  57856.21829999983 | 12.9043 | 0.0058 |    i | Las Cumbres |  False |
|  57857.22880000016 | 13.0418 | 0.0203 |    U | Las Cumbres |  False |
| 57857.231000000145 | 13.0132 | 0.0152 |    U | Las Cumbres |  False |
|  57857.23329999996 | 12.8924 | 0.0044 |    B | Las Cumbres |  False |
|  57857.23430000013 | 12.8983 | 0.0046 |    B | Las Cumbres |  False |
|  57857.23540000012 | 12.2604 | 0.0053 |    V | Las Cumbres |  False |
|  57857.23620000016 |  12.301 | 0.0046 |    V | Las Cumbres |  False |
|  57857.23719999986 | 12.4704 | 0.0062 |    g | Las Cumbres |  False |
|  57857.23820000002 | 12.4379 | 0.0065 |    g | Las Cumbres |  False |
| 57857.239399999846 | 12.3524 | 0.0082 |    r | Las Cumbres |  False |
| 57857.240199999884 | 12.3596 | 0.0072 |    r | Las Cumbres |  False |
|  57857.24110000022 | 12.9016 | 0.0162 |    i | Las Cumbres |  False |
|  57857.24189999979 | 12.9093 |   0.01 |    i | Las Cumbres |  False |
| 57858.263499999885 | 13.1801 | 0.0151 |    U | Las Cumbres |  False |
|  57858.26569999987 | 13.1365 |  0.015 |    U | Las Cumbres |  False |
|  57858.26809999999 | 13.0517 | 0.0047 |    B | Las Cumbres |  False |
|  57858.26910000015 | 13.0446 | 0.0055 |    B | Las Cumbres |  False |
| 57858.270200000145 | 12.3549 | 0.0048 |    V | Las Cumbres |  False |
|  57858.27100000018 | 12.3548 | 0.0048 |    V | Las Cumbres |  False |
|  57858.27199999988 | 12.5815 | 0.0044 |    g | Las Cumbres |  False |
| 57858.273000000045 | 12.5802 | 0.0045 |    g | Las Cumbres |  False |
|  57858.27410000004 | 12.3855 | 0.0046 |    r | Las Cumbres |  False |
|  57858.27490000008 | 12.3813 | 0.0046 |    r | Las Cumbres |  False |
| 57858.275899999775 | 12.8744 |  0.005 |    i | Las Cumbres |  False |
|  57858.27669999981 | 12.8927 | 0.0058 |    i | Las Cumbres |  False |
|  57859.44439999992 | 13.3238 | 0.0617 |    U | Las Cumbres |  False |
|  57859.44659999991 | 13.3183 | 0.0617 |    U | Las Cumbres |  False |
|  57859.44900000002 | 13.1665 | 0.0245 |    B | Las Cumbres |  False |
| 57859.450000000186 | 13.1701 | 0.0246 |    B | Las Cumbres |  False |
|  57859.45120000001 | 12.4151 | 0.0147 |    V | Las Cumbres |  False |
|  57859.45200000005 | 12.4096 | 0.0147 |    V | Las Cumbres |  False |
|  57859.45300000021 | 12.6841 | 0.1091 |    g | Las Cumbres |  False |
|  57859.45399999991 |  12.688 | 0.1091 |    g | Las Cumbres |  False |
| 57859.455099999905 | 12.4131 | 0.0274 |    r | Las Cumbres |  False |
|  57859.45599999977 | 12.4023 | 0.0274 |    r | Las Cumbres |  False |
|  57859.45690000011 | 12.8541 | 0.0363 |    i | Las Cumbres |  False |
| 57859.457700000145 | 12.8562 | 0.0363 |    i | Las Cumbres |  False |
|   57860.6623999998 | 13.4729 | 0.0616 |    U | Las Cumbres |  False |
| 57860.664599999785 | 13.4803 | 0.0617 |    U | Las Cumbres |  False |
|  57860.66690000007 | 13.2959 | 0.0247 |    B | Las Cumbres |  False |
|  57860.66789999977 | 13.2925 | 0.0246 |    B | Las Cumbres |  False |
|  57860.66910000006 | 12.4778 | 0.0149 |    V | Las Cumbres |  False |
| 57860.669900000095 | 12.4863 | 0.0149 |    V | Las Cumbres |  False |
|  57860.67089999979 | 12.8111 | 0.1091 |    g | Las Cumbres |  False |
|  57860.67189999996 | 12.8093 | 0.1091 |    g | Las Cumbres |  False |
|  57860.67299999995 | 12.4376 | 0.0276 |    r | Las Cumbres |  False |
|  57860.67389999982 | 12.4383 | 0.0276 |    r | Las Cumbres |  False |
|  57860.67480000015 | 12.8394 | 0.0365 |    i | Las Cumbres |  False |
|  57860.67570000002 | 12.8371 | 0.0365 |    i | Las Cumbres |  False |
|  57861.79160000011 |  13.642 | 0.0608 |    U | Las Cumbres |  False |
|  57861.79389999993 | 13.6369 | 0.0607 |    U | Las Cumbres |  False |
| 57861.796399999876 |  13.409 | 0.0244 |    B | Las Cumbres |  False |
|  57861.79740000004 | 13.4087 | 0.0244 |    B | Las Cumbres |  False |
| 57861.798599999864 | 12.5436 | 0.0146 |    V | Las Cumbres |  False |
|   57861.7993999999 | 12.5385 | 0.0146 |    V | Las Cumbres |  False |
| 57861.800400000066 | 12.9236 | 0.1091 |    g | Las Cumbres |  False |
|  57861.80140000023 | 12.9233 | 0.1091 |    g | Las Cumbres |  False |
| 57861.802600000054 | 12.4622 | 0.0274 |    r | Las Cumbres |  False |
|  57861.80340000009 | 12.4534 | 0.0274 |    r | Las Cumbres |  False |
|  57861.80439999979 | 12.8204 | 0.0363 |    i | Las Cumbres |  False |
|  57861.80519999983 | 12.8183 | 0.0363 |    i | Las Cumbres |  False |
| 57862.827399999835 | 13.7835 | 0.0608 |    U | Las Cumbres |  False |
|  57862.82959999982 | 13.7722 | 0.0608 |    U | Las Cumbres |  False |
|  57862.83199999994 | 13.5192 | 0.0244 |    B | Las Cumbres |  False |
|   57862.8330000001 | 13.5195 | 0.0245 |    B | Las Cumbres |  False |
| 57862.834199999925 |  12.598 | 0.0146 |    V | Las Cumbres |  False |
|  57862.83499999996 | 12.5984 | 0.0146 |    V | Las Cumbres |  False |
|  57862.83609999996 | 13.0127 | 0.1091 |    g | Las Cumbres |  False |
|  57862.83710000012 | 13.0125 | 0.1091 |    g | Las Cumbres |  False |
| 57862.838200000115 |  12.475 | 0.0274 |    r | Las Cumbres |  False |
|  57862.83900000015 | 12.4802 | 0.0274 |    r | Las Cumbres |  False |
|  57862.83999999985 | 12.8106 | 0.0363 |    i | Las Cumbres |  False |
|  57862.84079999989 | 12.8127 | 0.0363 |    i | Las Cumbres |  False |
|  57863.94840000011 | 13.9081 | 0.0607 |    U | Las Cumbres |  False |
|   57863.9506000001 | 13.8931 | 0.0608 |    U | Las Cumbres |  False |
|  57863.95300000021 | 13.6255 | 0.0245 |    B | Las Cumbres |  False |
|  57863.95399999991 | 13.6171 | 0.0245 |    B | Las Cumbres |  False |
| 57863.955099999905 | 12.6532 | 0.0146 |    V | Las Cumbres |  False |
|  57863.95599999977 | 12.6519 | 0.0146 |    V | Las Cumbres |  False |
|  57863.95699999994 | 13.1343 | 0.1091 |    g | Las Cumbres |  False |
|   57863.9580000001 | 13.1327 | 0.1091 |    g | Las Cumbres |  False |
| 57863.959199999925 | 12.5043 | 0.0275 |    r | Las Cumbres |  False |
|  57863.95999999996 |  12.507 | 0.0275 |    r | Las Cumbres |  False |
|  57863.96100000013 | 12.7991 | 0.0364 |    i | Las Cumbres |  False |
| 57863.961800000165 | 12.8051 | 0.0364 |    i | Las Cumbres |  False |
|  57865.11489999993 | 14.0055 |  0.061 |    U | Las Cumbres |  False |
| 57865.117099999916 | 14.0086 |  0.061 |    U | Las Cumbres |  False |
|  57865.11950000003 | 13.7381 | 0.0245 |    B | Las Cumbres |  False |
| 57865.120500000194 | 13.7351 | 0.0245 |    B | Las Cumbres |  False |
|  57865.12160000019 | 12.7168 | 0.0146 |    V | Las Cumbres |  False |
| 57865.122500000056 | 12.7098 | 0.0146 |    V | Las Cumbres |  False |
|  57865.12350000022 |  13.239 | 0.1091 |    g | Las Cumbres |  False |
|  57865.12449999992 | 13.2423 | 0.1091 |    g | Las Cumbres |  False |
|  57865.12570000021 | 12.5378 | 0.0274 |    r | Las Cumbres |  False |
|  57865.12649999978 | 12.5344 | 0.0274 |    r | Las Cumbres |  False |
| 57865.127599999774 | 12.7916 | 0.0363 |    i | Las Cumbres |  False |
|  57865.12839999981 | 12.7893 | 0.0363 |    i | Las Cumbres |  False |
| 57867.007199999876 | 14.1489 | 0.0642 |    U | Las Cumbres |  False |
| 57867.009399999864 |  14.173 | 0.0645 |    U | Las Cumbres |  False |
|  57867.01170000015 |  13.903 | 0.0249 |    B | Las Cumbres |  False |
|  57867.01269999985 | 13.9055 | 0.0249 |    B | Las Cumbres |  False |
| 57867.013900000136 | 12.8319 | 0.0163 |    V | Las Cumbres |  False |
| 57867.014700000174 | 12.8196 | 0.0151 |    V | Las Cumbres |  False |
|  57867.01580000017 | 13.3944 | 0.1092 |    g | Las Cumbres |  False |
|  57867.01679999987 |  13.393 | 0.1092 |    g | Las Cumbres |  False |
|  57867.01800000016 | 12.5958 | 0.0277 |    r | Las Cumbres |  False |
| 57867.018800000194 | 12.5903 | 0.0277 |    r | Las Cumbres |  False |
|  57867.01979999989 | 12.7689 | 0.0367 |    i | Las Cumbres |  False |
|  57867.02059999993 | 12.7735 | 0.0367 |    i | Las Cumbres |  False |
| 57867.190400000196 | 14.1844 | 0.0632 |    U | Las Cumbres |  False |
| 57867.192600000184 |  14.191 | 0.0631 |    U | Las Cumbres |  False |
|         57867.1949 | 13.9147 | 0.0246 |    B | Las Cumbres |  False |
| 57867.195900000166 | 13.9166 | 0.0245 |    B | Las Cumbres |  False |
|  57867.19700000016 |  12.814 | 0.0147 |    V | Las Cumbres |  False |
|   57867.1978000002 | 12.8146 | 0.0147 |    V | Las Cumbres |  False |
|   57867.1987999999 |    13.4 | 0.1091 |    g | Las Cumbres |  False |
|  57867.19980000006 | 13.4057 | 0.1091 |    g | Las Cumbres |  False |
| 57867.200900000054 | 12.5881 | 0.0274 |    r | Las Cumbres |  False |
|  57867.20170000009 |  12.589 | 0.0274 |    r | Las Cumbres |  False |
|  57867.20269999979 | 12.7827 | 0.0363 |    i | Las Cumbres |  False |
|  57867.20349999983 |  12.777 | 0.0363 |    i | Las Cumbres |  False |
|  57867.95660000015 | 14.2784 | 0.0604 |    U | Las Cumbres |  False |
| 57867.960500000045 |  14.284 | 0.0604 |    U | Las Cumbres |  False |
| 57867.964600000065 | 13.9736 | 0.0243 |    B | Las Cumbres |  False |
| 57867.967399999965 | 13.9772 | 0.0243 |    B | Las Cumbres |  False |
|  57867.97039999999 | 12.8631 | 0.0145 |    V | Las Cumbres |  False |
|  57867.97230000002 | 12.8604 | 0.0145 |    V | Las Cumbres |  False |
|  57867.97440000018 | 13.4973 | 0.1091 |    g | Las Cumbres |  False |
|  57867.97720000008 | 13.5002 | 0.1091 |    g | Las Cumbres |  False |
|  57867.98009999981 | 12.5286 | 0.0275 |    r | Las Cumbres |  False |
|  57867.98199999984 | 12.5292 | 0.0276 |    r | Las Cumbres |  False |
|  57867.98400000017 | 12.7964 | 0.0363 |    i | Las Cumbres |  False |
|   57867.9859000002 | 12.7733 | 0.0363 |    i | Las Cumbres |  False |
|  57870.80290000001 | 14.4245 | 0.0617 |    U | Las Cumbres |  False |
| 57870.806799999904 | 14.4432 | 0.0616 |    U | Las Cumbres |  False |
|  57870.81100000022 | 14.3079 |   0.04 |    B | Las Cumbres |  False |
| 57871.720100000035 | 14.5157 | 0.0609 |    U | Las Cumbres |  False |
|  57871.72399999993 | 14.5198 |  0.061 |    U | Las Cumbres |  False |
|  57871.72809999995 | 14.2448 | 0.0244 |    B | Las Cumbres |  False |
|  57871.73089999985 | 14.2478 | 0.0244 |    B | Las Cumbres |  False |
| 57871.733800000045 |  13.042 | 0.0147 |    V | Las Cumbres |  False |
|  57871.73570000008 |  13.042 | 0.0147 |    V | Las Cumbres |  False |
|  57871.73769999994 | 13.7672 | 0.1092 |    g | Las Cumbres |  False |
|  57871.74049999984 | 13.7636 | 0.1092 |    g | Las Cumbres |  False |
| 57871.743499999866 | 12.7594 | 0.0275 |    r | Las Cumbres |  False |
|  57871.74530000007 | 12.7584 | 0.0275 |    r | Las Cumbres |  False |
| 57871.747400000226 | 12.8043 | 0.0364 |    i | Las Cumbres |  False |
|  57871.74919999996 | 12.8044 | 0.0364 |    i | Las Cumbres |  False |
|  57872.76159999985 | 14.4895 | 0.0647 |    U | Las Cumbres |  False |
|  57872.76550000021 | 14.5183 | 0.0641 |    U | Las Cumbres |  False |
|  57872.76970000006 | 14.3049 | 0.0245 |    B | Las Cumbres |  False |
